               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 486,            0.018021,            0.037513,             0.01501,             0.87269,              0.7582,             0.85879,             0.73953,            0.019798,            0.045752,            0.011857,            0.000397,            0.000397,            0.000397
                 487,            0.018412,            0.038778,            0.014797,             0.88054,              0.7646,              0.8668,             0.74126,            0.019818,            0.045623,            0.011891,           0.0003772,           0.0003772,           0.0003772
                 488,            0.018856,            0.039781,            0.014215,             0.88741,             0.76682,              0.8658,             0.73812,            0.019882,            0.045842,            0.011847,           0.0003574,           0.0003574,           0.0003574
                 489,            0.018362,            0.039092,            0.014756,             0.88224,             0.76634,             0.86661,             0.74194,            0.019826,            0.045524,            0.011813,           0.0003376,           0.0003376,           0.0003376
                 490,            0.018608,            0.036799,            0.014207,             0.88099,             0.76776,             0.86801,             0.74403,            0.019718,             0.04483,            0.011827,           0.0003178,           0.0003178,           0.0003178
                 491,            0.018079,            0.037201,            0.014642,             0.88485,             0.76402,             0.86494,             0.74126,            0.019688,            0.045133,            0.012009,            0.000298,            0.000298,            0.000298
                 492,            0.019019,            0.042404,            0.014048,             0.88377,             0.76323,             0.86437,              0.7367,            0.019706,            0.045613,            0.012056,           0.0002782,           0.0002782,           0.0002782
                 493,            0.017559,            0.037477,            0.013916,             0.88853,             0.76352,             0.85792,             0.73347,            0.019721,            0.045772,            0.012043,           0.0002584,           0.0002584,           0.0002584
                 494,            0.017883,            0.039496,            0.014849,             0.88427,             0.76028,             0.85893,             0.73715,            0.019654,            0.045542,            0.012031,           0.0002386,           0.0002386,           0.0002386
                 495,            0.018272,            0.039116,             0.01449,             0.88197,             0.75776,             0.85948,             0.73913,            0.019627,            0.045427,            0.011945,           0.0002188,           0.0002188,           0.0002188
                 496,            0.017926,            0.038626,            0.014845,              0.8784,             0.76266,             0.86158,             0.73849,            0.019665,             0.04547,            0.011848,            0.000199,            0.000199,            0.000199
                 497,            0.018116,            0.039815,            0.014674,             0.88128,             0.75626,             0.86215,             0.73915,            0.019737,            0.045679,            0.011736,           0.0001792,           0.0001792,           0.0001792
                 498,            0.017646,            0.038635,            0.013708,             0.88332,             0.75625,             0.86129,             0.73711,            0.019774,            0.045749,            0.011707,           0.0001594,           0.0001594,           0.0001594
                 499,            0.017716,            0.037855,            0.013632,             0.88455,             0.75869,             0.86166,             0.73869,            0.019769,            0.045712,            0.011679,           0.0001396,           0.0001396,           0.0001396
